CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn_YesNo
63349.0,59.0,Male,39.0,27.0,5.0,17.0,Standard,Monthly,477.0,20.0,Yes
200571.0,63.0,Female,5.0,7.0,3.0,4.0,Premium,Monthly,955.0,12.0,Yes
25846.0,34.0,Male,11.0,12.0,2.0,8.0,Basic,Annual,874.0,6.0,No
314867.0,36.0,Male,27.0,4.0,3.0,4.0,Basic,Quarterly,820.48,6.0,No
72726.0,53.0,Male,41.0,21.0,10.0,15.0,Standard,Annual,141.0,4.0,Yes
200685.0,38.0,Male,55.0,19.0,2.0,30.0,Basic,Quarterly,203.0,20.0,Yes
331350.0,44.0,Male,26.0,27.0,2.0,0.0,Standard,Quarterly,967.06,10.0,No
65885.0,24.0,Female,56.0,29.0,8.0,19.0,Standard,Monthly,733.0,26.0,Yes
12599.0,35.0,Female,50.0,3.0,2.0,9.0,Basic,Annual,370.0,26.0,Yes
397874.0,41.0,Male,27.0,13.0,0.0,15.0,Premium,Annual,501.14,7.0,No
433992.0,29.0,Male,52.0,19.0,0.0,7.0,Premium,Annual,900.6,22.0,No
124500.0,57.0,Female,41.0,2.0,5.0,22.0,Basic,Annual,134.0,28.0,Yes
322953.0,48.0,Female,11.0,24.0,1.0,19.0,Standard,Quarterly,629.12,8.0,No
275611.0,48.0,Male,47.0,27.0,1.0,12.0,Standard,Annual,567.65,29.0,No
402315.0,30.0,Male,7.0,28.0,3.0,1.0,Basic,Annual,907.87,8.0,No
401365.0,34.0,Male,50.0,30.0,0.0,10.0,Premium,Annual,513.33,2.0,No
267123.0,24.0,Male,55.0,3.0,0.0,3.0,Basic,Quarterly,873.53,3.0,No
9467.0,48.0,Male,17.0,23.0,2.0,6.0,Basic,Annual,136.0,7.0,Yes
245850.0,53.0,Male,16.0,13.0,6.0,30.0,Basic,Monthly,943.35,14.0,Yes
289473.0,35.0,Male,25.0,3.0,2.0,15.0,Basic,Quarterly,994.91,17.0,No
285354.0,30.0,Male,43.0,15.0,0.0,2.0,Basic,Quarterly,770.71,15.0,No
413011.0,33.0,Female,2.0,2.0,2.0,12.0,Premium,Quarterly,657.56,11.0,No
73420.0,62.0,Female,20.0,17.0,2.0,8.0,Basic,Annual,374.0,30.0,Yes
117105.0,29.0,Male,21.0,5.0,2.0,26.0,Basic,Annual,755.0,4.0,Yes
295014.0,25.0,Female,42.0,8.0,0.0,14.0,Standard,Annual,595.01,2.0,No
118764.0,19.0,Male,13.0,28.0,8.0,5.0,Premium,Annual,461.0,17.0,Yes
129317.0,43.0,Female,36.0,10.0,1.0,8.0,Standard,Monthly,333.0,29.0,Yes
211763.0,52.0,Male,37.0,27.0,6.0,17.0,Basic,Monthly,439.72,14.0,Yes
421431.0,19.0,Male,8.0,20.0,0.0,1.0,Premium,Annual,835.79,8.0,No
177400.0,26.0,Male,31.0,14.0,9.0,5.0,Basic,Monthly,405.0,7.0,Yes
275889.0,22.0,Male,46.0,13.0,0.0,14.0,Premium,Quarterly,761.98,13.0,No
13345.0,63.0,Female,8.0,28.0,4.0,27.0,Basic,Annual,200.0,21.0,Yes
250658.0,48.0,Male,7.0,20.0,9.0,8.0,Standard,Monthly,205.91,26.0,Yes
347711.0,44.0,Female,33.0,30.0,4.0,19.0,Premium,Annual,697.04,5.0,No
114089.0,49.0,Female,27.0,11.0,0.0,29.0,Premium,Quarterly,632.0,5.0,Yes
279438.0,21.0,Male,9.0,21.0,0.0,13.0,Standard,Quarterly,613.64,6.0,No
12313.0,55.0,Female,1.0,6.0,0.0,10.0,Basic,Annual,635.0,17.0,Yes
59255.0,49.0,Male,25.0,9.0,8.0,9.0,Basic,Quarterly,948.0,24.0,Yes
212779.0,18.0,Female,55.0,5.0,7.0,3.0,Standard,Monthly,442.38,25.0,Yes
183060.0,53.0,Male,19.0,15.0,8.0,14.0,Premium,Monthly,139.0,16.0,Yes
61173.0,63.0,Male,27.0,2.0,5.0,9.0,Basic,Annual,620.0,11.0,Yes
272147.0,42.0,Male,20.0,16.0,4.0,18.0,Basic,Annual,682.08,1.0,No
142637.0,41.0,Male,40.0,10.0,10.0,4.0,Standard,Monthly,962.0,18.0,Yes
308640.0,44.0,Female,16.0,21.0,0.0,15.0,Basic,Quarterly,660.21,4.0,No
164695.0,53.0,Male,47.0,17.0,3.0,23.0,Basic,Annual,233.0,8.0,Yes
299963.0,45.0,Male,58.0,4.0,3.0,15.0,Basic,Quarterly,647.02,26.0,No
233244.0,56.0,Female,1.0,5.0,0.0,11.0,Premium,Monthly,340.77,5.0,Yes
391160.0,44.0,Female,3.0,7.0,2.0,15.0,Premium,Annual,726.1,15.0,No
46754.0,50.0,Male,29.0,11.0,2.0,27.0,Basic,Quarterly,328.0,8.0,Yes
321354.0,41.0,Male,51.0,7.0,3.0,17.0,Premium,Quarterly,744.75,21.0,No
380309.0,38.0,Male,5.0,10.0,2.0,4.0,Premium,Annual,765.67,19.0,No
246713.0,24.0,Female,43.0,23.0,5.0,4.0,Basic,Monthly,861.25,2.0,Yes
307785.0,27.0,Female,5.0,18.0,0.0,18.0,Premium,Quarterly,769.11,10.0,No
27563.0,55.0,Male,5.0,21.0,5.0,4.0,Basic,Monthly,967.0,8.0,Yes
419644.0,30.0,Female,31.0,7.0,2.0,20.0,Standard,Annual,925.46,13.0,No
64301.0,58.0,Female,12.0,3.0,4.0,4.0,Standard,Quarterly,828.0,1.0,Yes
119271.0,36.0,Male,28.0,17.0,7.0,18.0,Standard,Monthly,282.0,13.0,Yes
9656.0,38.0,Male,8.0,11.0,7.0,9.0,Basic,Quarterly,866.0,16.0,Yes
11724.0,65.0,Male,52.0,8.0,4.0,3.0,Standard,Quarterly,680.0,2.0,Yes
348294.0,35.0,Male,7.0,3.0,0.0,16.0,Basic,Annual,545.03,27.0,No
221645.0,55.0,Female,36.0,18.0,3.0,12.0,Basic,Annual,490.25,17.0,Yes
6825.0,47.0,Male,52.0,11.0,7.0,21.0,Standard,Monthly,749.0,10.0,Yes
418878.0,18.0,Male,24.0,17.0,0.0,2.0,Premium,Quarterly,891.1,11.0,No
143898.0,43.0,Female,28.0,2.0,5.0,24.0,Basic,Monthly,753.0,24.0,Yes
29448.0,61.0,Female,12.0,3.0,6.0,30.0,Standard,Annual,915.0,4.0,Yes
341415.0,45.0,Male,51.0,2.0,1.0,19.0,Standard,Annual,956.72,10.0,No
24906.0,48.0,Male,32.0,30.0,2.0,29.0,Premium,Monthly,824.0,24.0,Yes
293865.0,33.0,Male,29.0,4.0,1.0,20.0,Basic,Quarterly,889.25,26.0,No
51384.0,59.0,Female,57.0,27.0,7.0,12.0,Standard,Annual,784.0,13.0,Yes
216713.0,32.0,Male,14.0,22.0,10.0,2.0,Standard,Monthly,834.59,23.0,Yes
78665.0,22.0,Male,11.0,2.0,1.0,22.0,Premium,Quarterly,687.0,4.0,Yes
6907.0,30.0,Male,57.0,5.0,5.0,18.0,Standard,Annual,121.0,22.0,Yes
433274.0,29.0,Female,4.0,22.0,0.0,5.0,Standard,Quarterly,706.78,3.0,No
400598.0,50.0,Male,44.0,16.0,0.0,3.0,Basic,Quarterly,590.89,16.0,No
19761.0,60.0,Male,9.0,17.0,1.0,11.0,Basic,Quarterly,526.0,30.0,Yes
237713.0,22.0,Female,7.0,26.0,3.0,12.0,Premium,Monthly,414.92,2.0,Yes
335923.0,20.0,Female,40.0,17.0,0.0,12.0,Premium,Annual,968.32,10.0,No
185247.0,49.0,Male,51.0,5.0,10.0,2.0,Basic,Annual,663.0,19.0,Yes
283502.0,32.0,Female,50.0,4.0,3.0,4.0,Standard,Quarterly,805.01,3.0,No
301560.0,33.0,Male,13.0,25.0,2.0,2.0,Premium,Annual,540.79,24.0,No
183697.0,58.0,Female,22.0,26.0,8.0,9.0,Premium,Annual,588.0,30.0,Yes
206432.0,33.0,Female,40.0,3.0,9.0,27.0,Standard,Annual,579.46,28.0,Yes
250070.0,65.0,Male,44.0,23.0,10.0,12.0,Standard,Annual,439.64,6.0,Yes
132410.0,40.0,Female,18.0,23.0,7.0,9.0,Standard,Annual,806.0,29.0,Yes
208033.0,19.0,Female,49.0,12.0,6.0,25.0,Standard,Monthly,740.33,22.0,Yes
199026.0,27.0,Female,38.0,6.0,3.0,27.0,Premium,Quarterly,586.0,8.0,Yes
107443.0,21.0,Female,34.0,2.0,0.0,12.0,Premium,Monthly,157.0,6.0,Yes
185178.0,32.0,Female,11.0,28.0,5.0,30.0,Premium,Annual,514.0,13.0,Yes
273565.0,41.0,Female,29.0,10.0,2.0,7.0,Basic,Annual,939.83,10.0,No
49190.0,39.0,Female,21.0,15.0,8.0,15.0,Basic,Monthly,625.0,29.0,Yes
105671.0,42.0,Male,54.0,27.0,3.0,15.0,Standard,Quarterly,492.0,3.0,Yes
254843.0,36.0,Female,4.0,17.0,0.0,21.0,Premium,Annual,837.35,4.0,Yes
185651.0,58.0,Male,56.0,26.0,7.0,13.0,Basic,Annual,249.0,19.0,Yes
332175.0,47.0,Male,4.0,6.0,1.0,12.0,Standard,Annual,553.49,15.0,No
398350.0,25.0,Male,50.0,25.0,1.0,14.0,Standard,Annual,699.08,10.0,No
431845.0,37.0,Male,53.0,8.0,2.0,7.0,Premium,Quarterly,527.07,7.0,No
80833.0,22.0,Female,23.0,5.0,8.0,13.0,Basic,Annual,377.0,12.0,Yes
98918.0,21.0,Male,55.0,5.0,1.0,0.0,Basic,Annual,106.0,13.0,Yes
172130.0,48.0,Female,31.0,11.0,1.0,16.0,Basic,Quarterly,367.0,5.0,Yes
404947.0,46.0,Male,24.0,18.0,1.0,20.0,Standard,Annual,516.84,7.0,No
108880.0,63.0,Female,35.0,14.0,4.0,21.0,Premium,Monthly,326.0,3.0,Yes
141758.0,39.0,Male,34.0,6.0,7.0,20.0,Premium,Annual,908.0,29.0,Yes
360126.0,33.0,Male,50.0,8.0,2.0,5.0,Basic,Quarterly,542.3,19.0,No
94652.0,19.0,Female,19.0,19.0,10.0,0.0,Standard,Annual,773.0,13.0,Yes
53655.0,41.0,Male,39.0,15.0,9.0,9.0,Basic,Monthly,706.0,14.0,Yes
442122.0,40.0,Male,38.0,27.0,3.0,0.0,Standard,Annual,889.14,1.0,No
45630.0,25.0,Male,14.0,28.0,6.0,5.0,Basic,Annual,126.0,2.0,Yes
112158.0,56.0,Male,26.0,8.0,1.0,23.0,Basic,Monthly,844.0,13.0,Yes
43317.0,39.0,Female,7.0,23.0,2.0,17.0,Premium,Monthly,269.0,20.0,Yes
252940.0,64.0,Female,6.0,19.0,0.0,15.0,Standard,Monthly,218.77,8.0,Yes
197446.0,18.0,Male,22.0,8.0,2.0,13.0,Basic,Monthly,159.0,12.0,Yes
214212.0,30.0,Female,6.0,22.0,7.0,20.0,Basic,Monthly,613.83,21.0,Yes
12836.0,28.0,Female,46.0,12.0,6.0,17.0,Premium,Monthly,885.0,7.0,Yes
183861.0,63.0,Male,1.0,3.0,0.0,24.0,Basic,Quarterly,173.0,2.0,Yes
413096.0,46.0,Male,3.0,22.0,1.0,1.0,Premium,Annual,662.75,29.0,No
423218.0,23.0,Female,40.0,30.0,1.0,17.0,Basic,Quarterly,720.11,3.0,No
383341.0,47.0,Male,53.0,19.0,4.0,9.0,Standard,Annual,741.4,1.0,No
273416.0,43.0,Male,11.0,13.0,1.0,7.0,Premium,Annual,714.5,13.0,No
261221.0,27.0,Female,38.0,4.0,0.0,2.0,Basic,Quarterly,576.72,4.0,No
342248.0,26.0,Male,11.0,22.0,0.0,5.0,Standard,Annual,797.3,13.0,No
147426.0,38.0,Female,21.0,13.0,4.0,30.0,Basic,Quarterly,317.0,5.0,Yes
48485.0,61.0,Female,52.0,25.0,0.0,3.0,Basic,Annual,813.0,19.0,Yes
278636.0,44.0,Male,6.0,1.0,4.0,7.0,Premium,Annual,656.02,11.0,No
313576.0,32.0,Female,15.0,23.0,3.0,2.0,Standard,Annual,697.95,6.0,No
188614.0,62.0,Male,29.0,7.0,8.0,10.0,Premium,Quarterly,362.0,11.0,Yes
3183.0,34.0,Male,4.0,19.0,0.0,2.0,Premium,Annual,505.0,22.0,No
15432.0,37.0,Male,20.0,28.0,4.0,23.0,Basic,Quarterly,429.0,10.0,Yes
362001.0,27.0,Male,13.0,25.0,0.0,15.0,Premium,Quarterly,956.19,10.0,No
310294.0,30.0,Female,43.0,1.0,0.0,17.0,Basic,Quarterly,939.8,10.0,No
181698.0,51.0,Male,35.0,20.0,0.0,11.0,Premium,Monthly,135.0,11.0,Yes
389571.0,45.0,Female,53.0,25.0,3.0,9.0,Premium,Annual,717.36,5.0,No
405327.0,32.0,Female,42.0,9.0,3.0,20.0,Premium,Annual,608.26,15.0,No
278363.0,44.0,Male,23.0,25.0,0.0,14.0,Standard,Annual,778.27,9.0,No
446547.0,44.0,Female,1.0,15.0,0.0,8.0,Standard,Quarterly,835.98,11.0,No
265294.0,25.0,Male,40.0,23.0,0.0,18.0,Premium,Quarterly,581.2,14.0,No
80296.0,23.0,Male,7.0,8.0,10.0,17.0,Premium,Annual,418.0,13.0,Yes
90209.0,53.0,Female,4.0,2.0,0.0,15.0,Standard,Quarterly,957.0,1.0,Yes
165737.0,43.0,Male,22.0,17.0,7.0,9.0,Premium,Quarterly,124.0,11.0,Yes
264942.0,47.0,Female,35.0,11.0,3.0,20.0,Standard,Quarterly,868.0,13.0,No
306224.0,35.0,Female,5.0,22.0,0.0,8.0,Premium,Annual,900.47,3.0,No
103401.0,48.0,Female,8.0,10.0,2.0,23.0,Standard,Monthly,725.0,11.0,Yes
181532.0,28.0,Female,39.0,19.0,3.0,22.0,Basic,Annual,236.0,22.0,Yes
165044.0,59.0,Male,17.0,5.0,1.0,4.0,Premium,Monthly,879.0,6.0,Yes
313740.0,30.0,Female,55.0,24.0,0.0,17.0,Premium,Quarterly,558.48,3.0,No
182176.0,18.0,Male,4.0,16.0,10.0,18.0,Standard,Quarterly,466.0,7.0,Yes
88732.0,30.0,Female,55.0,16.0,9.0,14.0,Premium,Annual,326.0,6.0,Yes
175667.0,58.0,Male,7.0,19.0,10.0,0.0,Standard,Quarterly,181.0,3.0,Yes
18165.0,21.0,Female,45.0,19.0,2.0,21.0,Premium,Quarterly,782.0,22.0,Yes
190926.0,39.0,Male,14.0,1.0,3.0,29.0,Standard,Monthly,979.0,3.0,Yes
192752.0,49.0,Female,1.0,4.0,5.0,4.0,Basic,Quarterly,518.0,21.0,Yes
407233.0,33.0,Female,54.0,23.0,2.0,3.0,Basic,Quarterly,699.61,11.0,No
170281.0,37.0,Female,45.0,29.0,3.0,2.0,Standard,Annual,850.0,28.0,Yes
153081.0,30.0,Male,6.0,27.0,6.0,2.0,Premium,Annual,353.0,26.0,Yes
191132.0,42.0,Female,29.0,27.0,1.0,13.0,Basic,Quarterly,435.0,21.0,Yes
176613.0,30.0,Female,27.0,18.0,5.0,25.0,Basic,Monthly,857.0,13.0,Yes
28541.0,49.0,Male,6.0,24.0,2.0,24.0,Standard,Annual,509.0,28.0,Yes
312113.0,29.0,Female,39.0,29.0,1.0,0.0,Basic,Annual,910.31,14.0,No
373808.0,50.0,Female,47.0,22.0,5.0,13.0,Basic,Quarterly,523.94,7.0,No
244500.0,43.0,Male,35.0,8.0,4.0,12.0,Standard,Monthly,581.41,26.0,Yes
295490.0,39.0,Female,8.0,28.0,3.0,2.0,Standard,Quarterly,929.5,5.0,No
172697.0,39.0,Female,13.0,1.0,8.0,13.0,Standard,Quarterly,772.0,28.0,Yes
421232.0,34.0,Male,10.0,18.0,1.0,9.0,Standard,Quarterly,929.58,4.0,No
348.0,60.0,Female,31.0,27.0,3.0,11.0,Basic,Annual,566.0,16.0,Yes
